iteration	shuffle_r_with_success	n_subjects
431	0.06672945966758763	33
432	0.16143819075532131	33
433	-0.10138911936219414	33
434	-0.031520542594768754	33
435	-0.1537918024028904	33
436	-0.056515935736234334	33
437	-0.22449623628458296	33
438	0.0639738726463491	33
439	-0.05724752150198438	33
440	-0.11874163827099657	33
441	-0.20934036557493757	33
442	-0.1763074838590456	33
443	0.19834552504102637	33
444	0.058807448322867585	33
445	-0.0693727019978258	33
446	0.1128021549797863	33
447	-0.23199078584048355	33
448	-0.14859457455421926	33
449	0.06850279356499651	33
450	-0.13920819231612197	33
451	0.15513108340876183	33
452	0.0020323685335836834	33
453	-0.09656264985761148	33
454	0.09889160867098719	33
455	0.1472482193624841	33
456	0.06128575473603376	33
457	-0.0162885644045304	33
458	0.32438547220778613	33
459	0.29588240097980706	33
460	-0.20064529810834503	33
461	-0.10552241393567817	33
462	-0.04409318697616386	33
463	0.0006492609602727182	33
464	0.08771943211657468	33
465	-0.15982185285478095	33
466	-0.22510895884869525	33
467	-0.03017774105078027	33
468	-0.2669660010843847	33
469	0.060764869775689935	33
470	0.29956999603531004	33
471	-0.1322492298736486	33
472	0.06068784045263623	33
473	0.21402903266685272	33
474	0.03289505840902876	33
475	-0.11459551883741002	33
476	-0.02795850100195321	33
477	0.11068802995595849	33
478	-0.11612589348720911	33
479	-0.1388368710718955	33
480	-0.13201564600426874	33
481	-0.12274073020458336	33
482	0.33819857122221	33
483	-0.1105060393430766	33
484	0.16893710230218595	33
485	-0.2594028394222632	33
486	0.025508772407207708	33
487	-0.1556008343425469	33
488	0.33203814411278476	33
489	0.03618618757000567	33
490	0.07932186213800795	33
491	0.27387803266073446	33
492	0.04582368378325674	33
493	0.026688455595589595	33
494	-0.04064404297782354	33
495	-0.03937891984991074	33
496	-0.08257122070185016	33
497	0.2118065138255602	33
498	-0.17106089179013784	33
499	0.03968783183353309	33
500	-0.21467355425874693	33
501	0.03743929398266094	33
502	0.4088135512342013	33
503	-0.15982240488927715	33
504	0.2113747801578487	33
505	0.08661387077876341	33
506	0.29208818093304373	33
507	0.008054345573984465	33
508	0.05814056592765336	33
509	0.13771178918017488	33
510	0.0265003901212251	33
511	0.2992188469927715	33
512	0.11941337616775155	33
513	0.1765552379163904	33
514	-0.19174079372848782	33
515	-0.13361281474937253	33
516	-0.03460234164162641	33
517	0.14094716051749887	33
518	-0.21746134818068674	33
519	0.27401316135597975	33
520	-0.05050981890423624	33
521	-0.2005069618284536	33
522	0.03862804940582184	33
523	-0.010001657546292977	33
524	0.08650533314947512	33
525	0.08119940805064806	33
526	0.1656845449988302	33
527	0.010359352105225931	33
528	0.21572352956205706	33
529	0.251684638396396	33
530	-0.3161564666137564	33
531	0.013228866920103357	33
532	0.04732660505830501	33
533	0.16370399562383336	33
534	0.035501605597486316	33
535	-0.14031635777455906	33
536	-0.01577007115229808	33
537	-0.18255267494307864	33
538	-0.09603271533754802	33
539	0.17490999315322261	33
540	-0.006335817976464114	33
541	-0.07601133594442099	33
542	0.14167571143548513	33
543	-0.30916070283546737	33
544	-0.07449881120142911	33
545	-0.04990344203466225	33
546	0.0449776170035137	33
547	0.09272420628743325	33
548	-0.14950845475488925	33
549	-0.12541797264443666	33
550	-0.1943428917097394	33
551	0.15172119943177412	33
552	-0.19788248257665886	33
553	-0.09050005758253711	33
554	0.1275373983024504	33
555	-0.17712396031327052	33
556	-0.07205441119591804	33
557	0.07528589087718193	33
558	-0.1961578031269094	33
559	0.13893629275188782	33
560	-0.2519078222055441	33
561	-0.03718588563807121	33
562	0.21237924159747967	33
563	-0.48572788267574907	33
564	-0.11570136481691466	33
565	-0.0984035123146132	33
566	0.04051226896261734	33
567	-0.17629593337306182	33
568	-0.06304001687633731	33
569	-0.21574049395615658	33
570	-0.11864246500116413	33
571	-0.25494267894480527	33
572	0.00905221911097272	33
573	-0.2013947613746177	33
574	-0.06573622738194335	33
575	-0.26305060512952405	33
576	0.11287677940517801	33
577	-0.1640821369393518	33
578	-0.3929679500970094	33
579	-0.03319968838620164	33
580	0.15778466754300785	33
581	0.09759547544383514	33
582	0.19527645088296366	33
583	0.0624357962626914	33
584	-0.0472866171216901	33
585	-0.01373030717543407	33
586	0.03975278502977035	33
587	0.039659918410304494	33
588	0.1937897893454171	33
589	-0.41720161460274596	33
590	0.10110272282998606	33
591	-0.42540779490786595	33
592	-0.14164936747282206	33
593	-0.08088703494874039	33
594	-0.09959426558558766	33
595	0.027108426360136197	33
596	0.11179900204180418	33
597	-0.3001645628434889	33
598	-0.13699858398164125	33
599	-0.06117901364901292	33
600	-0.14977082087618793	33
601	-0.19327153614192694	33
602	-0.29174338675565925	33
603	-0.07084372200447342	33
604	0.35693310585816646	33
605	0.0359674932063706	33
606	-0.11026879332705473	33
607	0.025774371669809268	33
608	-0.24925603397338453	33
609	-0.10737838934011487	33
610	0.0814368257217748	33
611	-0.1063744578326362	33
612	-0.16022448886955806	33
613	-0.014292089592427358	33
614	0.1296181572712393	33
615	0.45767863865528013	33
616	-0.0462325187757997	33
617	0.1207580857638569	33
618	-0.21764114188622377	33
619	-0.03204130330073546	33
620	-0.018378860118027508	33
621	0.2854588345787715	33
622	0.12014254960689705	33
623	-0.04339393323516584	33
624	0.021130299847157877	33
625	0.1851479609601686	33
626	-0.1861015999368576	33
627	-0.020783062463759355	33
628	0.23022416318968306	33
629	-0.21351064456033889	33
630	0.30237043534284747	33
631	-0.20676835649325093	33
632	0.21694281992815484	33
633	-0.13731913159716685	33
634	-0.10988955368736307	33
635	-0.01488710849975089	33
636	0.056810873888560154	33
637	-0.38056360103510434	33
638	0.23481662057886435	33
639	-0.2278512228007864	33
640	0.12173940977187009	33
641	-0.37033760797444976	33
642	-0.22987729750855923	33
643	0.0967005752794274	33
644	-0.13110992125591409	33
645	0.25637509359072674	33
646	-0.4066961424869656	33
647	-0.3035688345551037	33
648	-0.20245708585266933	33
649	-0.04377404202928095	33
650	-0.15749904978766205	33
651	-0.16306686646032353	33
652	-0.3408346412182234	33
653	0.15547436288884012	33
654	0.10617009323699814	33
655	0.14761377274131268	33
656	0.016555967175114837	33
657	-0.0931497823822717	33
658	-0.0404791480013113	33
659	-0.3058307385290211	33
660	-0.12947838505881964	33
661	0.06617770020995985	33
662	0.5169108985624933	33
663	-0.062037175319063026	33
664	0.24900200267978953	33
665	0.30786668154402946	33
666	0.022853127344766407	33
667	0.23145285574703195	33
668	-0.2082095545553546	33
669	0.2526092749565479	33
670	-0.033703016074273645	33
671	0.09695387711156547	33
672	-0.27562603635707766	33
673	-0.2347479548728375	33
674	-0.04445410477881084	33
675	0.17563250946794814	33
676	-0.4936477364332988	33
677	-0.17913702599783868	33
678	-0.20142152998504465	33
679	0.035074204268268336	33
680	-0.1933123324740486	33
681	0.15367620093861736	33
682	0.16392371717000592	33
683	0.31469950440292843	33
684	0.1846721888020563	33
685	-0.04972536595269089	33
686	0.09623928042118848	33
687	0.2768557644637403	33
688	-0.10262581934345072	33
689	-0.2677183242990742	33
690	-0.1244885464665906	33
691	0.12867061939245125	33
692	0.004827403704901747	33
693	-0.27837752367375673	33
694	-0.22434475198744214	33
695	-0.13270318635490586	33
696	0.1914294210178765	33
697	-0.10260320873717499	33
698	-0.18814880129266875	33
699	0.12862831346198111	33
700	0.06069120744381148	33
701	0.10666921257326435	33
702	-0.1257015810383751	33
703	-0.030149067791722033	33
704	-0.034893783344147916	33
705	-0.07180195210964381	33
706	0.07645863561253412	33
707	0.03585959628744009	33
708	0.18246744128284131	33
709	-0.1135573230180817	33
710	-0.054915430874396015	33
711	0.17553888215972532	33
712	-0.022112710422919887	33
713	0.270948216316342	33
714	-0.07307799787103912	33
715	0.290036043625938	33
716	0.008263277296707052	33
717	0.13951618100249122	33
718	-0.030655255321557266	33
719	0.14507903269086642	33
720	0.10635917912757054	33
721	-0.06415092399937826	33
722	0.3302279822542139	33
723	0.09430596639604025	33
724	-0.22328398096281957	33
725	-0.09007741412852224	33
726	0.044909169716085245	33
727	0.23859356318147118	33
728	-0.36010644467882336	33
729	0.023324845657048468	33
730	0.12013963055899184	33
731	-0.12910157224453284	33
732	-0.29687354151324524	33
733	-0.2954367287527887	33
734	0.007287153189037084	33
735	0.49492106289756177	33
736	0.09035133080974998	33
737	0.02170711796217928	33
738	-0.3150822881126814	33
739	-0.29183019892914186	33
740	-0.17129721890887428	33
741	-0.07902445417929749	33
742	0.15295803669940836	33
743	0.05968606711143382	33
744	0.12257726221264474	33
745	-0.1023164519461791	33
746	-0.20117566956622174	33
747	-0.16584402270720217	33
748	0.15339118821708278	33
749	-0.12229126859955047	33
750	-0.035138668219918005	33
751	0.27331884595644457	33
752	0.5503462084838847	33
753	0.10650345053669619	33
754	0.17320734259945675	33
755	-0.03587637422941177	33
756	-0.07562945065717924	33
757	0.2249097685392965	33
758	-0.06178128531748046	33
759	0.07522436500037694	33
760	-0.3096184312008662	33
761	0.1794054602419037	33
762	0.14820985039639215	33
763	-0.06095074203774595	33
764	-0.12262084867446088	33
765	-0.006519613232826052	33
766	-0.07665861776003455	33
767	0.033178762900314095	33
768	-0.42767548412468476	33
769	-0.06291098870682445	33
770	0.057300517489341646	33
771	-0.28543699845284753	33
772	0.037717232317643165	33
773	0.08779118533664325	33
774	-0.20900786137934285	33
775	-0.003128642553952449	33
776	0.063119912600209	33
777	0.1335798095863279	33
778	0.07592663889498179	33
779	-0.11436913159336876	33
780	-0.16172498640263722	33
781	0.2770910488177391	33
782	-0.033278686187031774	33
783	-0.028268450594591873	33
784	0.10971652562618854	33
785	0.10781316380047437	33
786	0.19573714832668526	33
787	-0.21847590880624357	33
788	-0.11445460059862236	33
789	-0.11265688834353495	33
790	0.015288173543101781	33
791	-0.01989192999643819	33
792	0.0676329618227312	33
793	-0.28840822614700873	33
794	-0.1407457796558029	33
795	-0.23782746858048406	33
796	-0.0007464393576955379	33
797	0.15863567323496863	33
798	0.3577958207102114	33
799	-0.07635484731883606	33
800	0.140016956906905	33
801	-0.006868278708681914	33
802	0.1994977026576694	33
803	0.3841199324582793	33
804	0.0816175071518365	33
805	0.01732200301481436	33
806	0.045920552738320415	33
807	0.05552886874243715	33
808	0.25672597004409187	33
809	0.04900976973138152	33
810	0.23233244402599265	33
811	-0.28547623019839047	33
812	0.21133141793844828	33
813	-0.05978427989959048	33
814	-0.1302979638111814	33
815	-0.26009694640810316	33
816	-0.044868581636952246	33
817	0.3894002927601721	33
818	0.2732171642664751	33
819	-0.24128453098684732	33
820	0.08375653808503823	33
821	0.03620797035345018	33
822	-0.011859622138583532	33
823	-0.1000554672666123	33
824	0.1273509150031639	33
825	-0.12636625371392385	33
826	0.28614533293097716	33
827	0.2951693693400981	33
828	0.027676233529630178	33
829	0.11186109253385258	33
830	-0.09202455858271748	33
831	0.12523865918488847	33
832	0.13518425465382428	33
833	-0.34207718534393877	33
834	0.12544572310340607	33
835	-0.17928154118199552	33
836	-0.2741164305205959	33
837	0.24008651765498704	33
838	-0.14318115607367293	33
839	0.19582697502654753	33
840	0.17179583414017538	33
841	-0.08004817245975465	33
842	-0.19881337419868594	33
843	0.040572224990817446	33
844	-0.07568518511366348	33
845	-0.15315901304236385	33
846	-0.2642478497974973	33
847	0.0012758870677119939	33
848	0.07661373450258892	33
849	-0.07610538677775705	33
850	0.05803716766836701	33
851	-0.15359710793914058	33
852	-0.22932396843275654	33
853	-0.14303994634582848	33
854	-0.32230395833650005	33
855	0.2196024773085304	33
856	0.34747297822031536	33
857	0.031200929047802202	33
858	-0.04283975093503777	33
859	-0.059817732648917654	33
860	0.20772227414231287	33
861	-0.012637550450660423	33
862	-0.20176997560449447	33
863	-0.07917524632524948	33
864	-0.21360766388246086	33
865	0.29504426356183233	33
866	0.008698977333679195	33
867	0.2850417943733234	33
868	0.1385047215746603	33
869	0.05071986839358515	33
870	0.2633823629599301	33
871	0.08425603449087596	33
872	-0.30517920897836825	33
873	0.02703562137743155	33
874	-0.12000583983100996	33
875	0.003911677724419778	33
876	0.3193706549074109	33
877	-0.37904712174309163	33
878	-0.3896916557568547	33
879	0.01226749458874495	33
880	-0.20195457560820296	33
881	0.09403793713709276	33
882	0.035149844113003335	33
883	0.19850634638063588	33
884	-0.08386348118802742	33
885	0.01455869813209404	33
886	-0.15472342343302936	33
887	0.41194799627267825	33
888	0.0850137047648164	33
889	0.07009339526686444	33
890	-0.08075907225945517	33
891	0.22654195948087108	33
892	0.19359853053532958	33
893	0.09111579735100865	33
894	-0.020778630824602587	33
895	0.10120638940612328	33
896	0.20476213848317007	33
897	0.0653443494876713	33
898	-0.24029526600430995	33
899	0.12191235786881902	33
900	-0.25190719427689057	33
901	0.05621408344006705	33
902	-0.11898841051268809	33
903	-0.040141481825118126	33
904	0.3248276868057778	33
905	0.03276359119587001	33
906	-0.026328236161689323	33
907	-0.0464495055682983	33
908	0.09537477958233921	33
909	0.32918731694834347	33
910	-0.18339002637407673	33
911	-0.3184019283698279	33
912	0.20433449776753507	33
913	0.3597489015559111	33
914	-0.07225489850197171	33
915	-0.007050428077257934	33
916	0.21474433024189626	33
917	0.09136078136829143	33
918	0.14189516836424235	33
919	0.12455100657886387	33
920	-0.09167239496080921	33
921	0.1533403603952339	33
922	0.054501476985518084	33
923	0.0008866459879513545	33
924	0.05791390156008137	33
925	0.03793087841227082	33
926	-0.15633111648448078	33
927	0.055100125578651155	33
928	-0.050766910085623354	33
929	0.10835978821581348	33
930	-0.11379223228628517	33
931	-0.1335234343377595	33
932	0.2375415961712204	33
933	-0.07541248992810103	33
934	0.05843516359698518	33
935	0.14144482259066424	33
936	0.066040341029049	33
937	-0.11741501378814724	33
938	0.04396553979879995	33
939	0.19642943191557913	33
940	-0.15716939140622976	33
941	-0.019639549192999074	33
942	-0.017976695745017524	33
943	-0.12093114797418558	33
944	-0.06621048746147153	33
945	-0.30078472941764167	33
946	-0.029712167242830094	33
947	-0.14731189071346124	33
948	0.028538776876473784	33
949	-0.01857724970070638	33
950	-0.21460244793924727	33
951	-0.22598270413913493	33
952	0.18190172339842423	33
953	0.06545814802728789	33
954	-0.22241436171519496	33
955	0.3991946452517295	33
956	-0.3063288703154452	33
957	0.0719021009188815	33
958	0.23974736884827744	33
959	-0.505809762240232	33
960	0.12033890898202206	33
961	0.06740084342223111	33
962	-0.2314910101009293	33
963	0.04257755849698967	33
964	-0.33441757571279124	33
965	0.028181018801335736	33
966	-0.08404654699417809	33
967	0.16560500814091908	33
968	0.17238787753868115	33
969	-0.116705473711543	33
970	-0.3991637907483498	33
971	-0.12078329086215248	33
972	-0.13958264449000563	33
973	-0.2048304918898306	33
974	-0.14116869318703767	33
975	-0.2531786514073753	33
976	-0.23531088447281573	33
977	0.07625248309355463	33
978	-0.1160562670622211	33
979	0.14600677311969795	33
980	-0.09632966533740037	33
981	-0.1936649984118789	33
982	-0.2911206837731158	33
983	-0.15085140031378474	33
984	0.28531975738750154	33
985	-0.028574751457870657	33
986	0.014697173932541288	33
987	0.17860648229127507	33
988	0.09408380158487671	33
989	0.1761283794300094	33
990	-0.29568892046656925	33
991	0.24058593181562668	33
992	-0.05063782254863179	33
993	-0.21120467599880205	33
994	-0.2277978432602839	33
995	0.14299717278292778	33
996	-0.08951167218752056	33
997	0.12802671025489806	33
998	0.0030882355871349426	33
999	0.18232560575203113	33
1000	0.15791465332491805	33
1001	-0.3424128827065876	33
1002	0.08813702654968855	33
1003	-0.018153082985385302	33
1004	0.04384939925490118	33
1005	0.03768691981437404	33
1006	-0.11771132062086334	33
1007	-0.034082986669299924	33
1008	0.009803637579138479	33
1009	0.16899713647885023	33
1010	0.11431655247274336	33
1011	-0.07153454607572944	33
1012	0.18960913148525727	33
1013	0.0902027008545217	33
1014	0.11368492074745709	33
1015	0.0035530865004384585	33
1016	-0.25093858812297914	33
1017	0.113036758252707	33
1018	0.013476792552588455	33
1019	-0.08487280558181877	33
1020	-0.053759366386069755	33
1021	0.14619745994365532	33
1022	-0.3716120389138098	33
1023	0.20754259814775008	33
1024	0.041609902176889244	33
1025	-0.24851418413097248	33
1026	0.23418295301955094	33
1027	0.09126312294730274	33
1028	0.04218054497146172	33
1029	0.06251903016372068	33
1030	0.0522878094693935	33
